customer_id,renta,condiciones_conduccion,vacaciones,sector,comunidad_autonoma,familia,tipo_combustible,uso_habitual,cambio,plaza_parking,frecuencia_uso,experiencia_conduccion,car_id,Maker,Version,Price,Year,Kms,Potencia,Caja_velocidades,presupuesto,tipo_combustible.1,Puertas,Plazas,Marca,target
621,20000 - 35000,buen clima,ciudad,Tecnología,Extremadura,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,novato,2313,Renault Captur,TCe Energy Zen,11390,2019,81.089km,90CV,Manual,"10,000-15,000",Gasolina,4,5,Renault,0
621,20000 - 35000,buen clima,ciudad,Tecnología,Extremadura,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,novato,1001,Jaguar E-Pace,2.0D I4 S AWD Aut. 150,24790,2019,88.186km,150CV,Automatico,"20,000-30,000",Diesel,4,5,Jaguar,0
621,20000 - 35000,buen clima,ciudad,Tecnología,Extremadura,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,novato,823,Ford Kuga,1.5 EcoBoost ST-Line FWD 150,17690,2022,69.757km,150CV,Manual,"15,000-20,000",Gasolina,4,5,Ford,0
621,20000 - 35000,buen clima,ciudad,Tecnología,Extremadura,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,novato,1529,Nissan Qashqai,1.3 DIG-T mHEV 12V N-Connecta 4x2,21690,2023,24.317km,140CV,Manual,"20,000-30,000",Hibrido,4,5,Nissan,0
621,20000 - 35000,buen clima,ciudad,Tecnología,Extremadura,"Si, pequeña",diesel,uso particular ocasional,Manual,Si,diario,novato,2505,SEAT Ateca,1.5 EcoTSI S&S Style XM,19590,2023,44.273km,150CV,Manual,"15,000-20,000",Gasolina,4,5,SEAT,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,651,Fiat 500,1.0 GSE S,9690,2021,27.491km,70CV,Manual,"5,000-10,000",Hibrido,4,5,Fiat,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,2573,SEAT León,1.6TDI CR S&S Style 115,12290,2020,117.609km,115CV,Manual,"10,000-15,000",Diesel,4,5,SEAT,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,2407,Renault Kadjar,1.2 TCe Energy Zen EDC,12890,2018,91.771km,130CV,Automatico,"10,000-15,000",Gasolina,4,5,Renault,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,1605,Opel Astra,ST 1.4T S/S Dynamic 125,10790,2019,80.210km,125CV,Manual,"10,000-15,000",Gasolina,4,5,Opel,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,354,Citroen C3,1.2 PureTech S&S Plus 83,11390,2024,11.353km,83CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,1033,Jeep Renegade,1.0 Limited 4x2,14990,2022,46.403km,120CV,Manual,"10,000-15,000",Gasolina,4,5,Jeep,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,1663,Opel Corsa,1.2T XHL S/S GS 100,13490,2024,15.217km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Opel,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,1859,Peugeot 2008,1.2 VTI PureTech Active,8290,2015,138.717km,82CV,Manual,"5,000-10,000",Gasolina,4,5,Peugeot,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,1571,Nissan Qashqai,1.5dCi N-Connecta 4x2,16390,2020,88.720km,115CV,Manual,"15,000-20,000",Diesel,4,5,Nissan,0
4620,-12000,nieve,montaña,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,No,diario,intermedio,1946,Peugeot 208,1.2 Puretech S&S Allure Pack EAT8 100,15490,2023,18.611km,100CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,217,BMW X1,sDrive 18dA Corporate,24590,2022,59.692km,150CV,Automatico,"20,000-30,000",Diesel,4,5,BMW,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,1476,Nissan Micra,1.6BlueHDi Exclusive 100,9790,2018,83.743km,90CV,Manual,"5,000-10,000",Diesel,4,5,Nissan,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,688,Fiat 500,1.0 Hybrid Monotrim,11390,2024,18.437km,70CV,Manual,"10,000-15,000",Hibrido,4,5,Fiat,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,1493,Nissan Qashqai,1.2 DIG-T Acenta 4x2,14590,2017,46.438km,115CV,Manual,"10,000-15,000",Gasolina,4,5,Nissan,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,601,Dacia Dokker Comercial,Van 1.6 GLP Essential,9290,2019,101.345km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,30,Audi A1,Sportback 30 TFSI Adrenalin,18990,2020,53.777km,110CV,Manual,"15,000-20,000",Gasolina,4,5,Audi,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,1249,Lynk & Co 01,1.5T PHEV,21790,2022,51.394km,261CV,Automatico,"20,000-30,000",Hibrido,4,5,Lynk,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,643,Fiat 500,1.0 GSE Lounge,8190,2021,77.352km,70CV,Manual,"5,000-10,000",Hibrido,4,5,Fiat,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,1065,Jeep Renegade,1.5 MHEV Limited,20490,2023,14.529km,130CV,Automatico,"20,000-30,000",Hibrido,4,5,Jeep,0
1695,60000 - 100000,buen clima,montaña,Energía,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si,ocasional,experto,1283,MINI Countryman,COOPER SE ALL4 AUT.,19990,2021,105.232km,220CV,Automatico,"15,000-20,000",Hibrido,3,4,MINI,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,2123,Peugeot 5008 SUV,1.5BlueHDi S&S Allure 130,19990,2021,75.427km,130CV,Manual,"15,000-20,000",Diesel,4,5,Peugeot,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,2766,Toyota Rav4,2.5 hybrid 2WD Business,30490,2021,47.760km,218CV,Automatico,"30,000-40,000",Hibrido,4,5,Toyota,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,237,BMW X2,xDrive 25eA M Sport,31890,2021,48.978km,220CV,Automatico,"30,000-40,000",Hibrido,4,5,BMW,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,122,Audi Q3,35 TFSI S line S tronic,23990,2019,62.964km,150CV,Automatico,"20,000-30,000",Gasolina,4,5,Audi,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,2295,Renault Austral,1.2 E-Tech Híbrido Techno,28990,2023,8.245km,200CV,Automatico,"20,000-30,000",Hibrido,4,5,Renault,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,1570,Nissan Qashqai,1.5dCi N-Connecta 4x2,15390,2020,125.005km,115CV,Manual,"15,000-20,000",Diesel,4,5,Nissan,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,376,Citroen C3,Origin 1.2 PureTech S&S Max EAT6 110,13890,2024,10.127km,110CV,Automatico,"10,000-15,000",Gasolina,4,5,Citroen,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,3046,Volvo XC60,T6 Twin Recharge Inscription,33290,2021,70.572km,340CV,Automatico,"30,000-40,000",Hibrido,4,5,Volvo,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,2110,Peugeot 5008 SUV,1.2 PureTech S&S Allure Pack 130,21390,2024,23.324km,130CV,Manual,"20,000-30,000",Gasolina,4,5,Peugeot,0
2234,35000-60000,buen clima,ciudad,Comercio,Cantabria,"Si, pequeña",gasolina,uso particular ocasional,Manual,No,ocasional,intermedio,1444,Mitsubishi ASX,160 MPI Motion,12590,2015,60.672km,117CV,Manual,"10,000-15,000",Gasolina,4,5,Mitsubishi,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,1049,Jeep Renegade,1.3 PHEV Trailhawk 4x4 Aut. 240,24590,2022,9.512km,240CV,Automatico,"20,000-30,000",Hibrido,4,5,Jeep,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,2817,Volkswagen Golf,2.0TDI DSG,18590,2021,89.407km,115CV,Automatico,"15,000-20,000",Diesel,4,5,Volkswagen,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,248,BMW X3,xDrive 20dA,30190,2020,66.732km,190CV,Automatico,"30,000-40,000",Diesel,4,5,BMW,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,709,Fiat 500,1.2 GLP Lounge,8390,2019,56.295km,69CV,Manual,"5,000-10,000",Gasolina,4,5,Fiat,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,1501,Nissan Qashqai,1.3 DIG-T N-Connecta 4x2,16190,2019,104.796km,140CV,Manual,"15,000-20,000",Gasolina,4,5,Nissan,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,1914,Peugeot 208,1.2 Puretech S&S Allure 100,12690,2023,21.618km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,1463,Nissan Juke,1.0 DIG-T N-Connecta 4x2 117,15090,2020,61.902km,117CV,Manual,"15,000-20,000",Gasolina,4,5,Nissan,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,1884,Peugeot 208,1.2 Puretech S&S Active 100,12690,2024,19.024km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,1168,Kia Stonic,1.0 T-GDi MHEV Drive 100,13790,2022,72.760km,100CV,Manual,"10,000-15,000",Hibrido,4,5,Kia,0
3854,100000,buen clima,montaña,Tecnología,Valencia,No,gasolina,uso particular ocasional,Automatico,No,semanal,novato,110,Audi Q3,35 TDI Advanced S tronic,26690,2022,115.702km,150CV,Automatico,"20,000-30,000",Diesel,4,5,Audi,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,1444,Mitsubishi ASX,160 MPI Motion,12590,2015,60.672km,117CV,Manual,"10,000-15,000",Gasolina,4,5,Mitsubishi,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,1142,Kia Sportage,1.6 MHEV Concept 4x2 115,15190,2020,114.437km,115CV,Manual,"15,000-20,000",Hibrido,4,5,Kia,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,1862,Peugeot 2008,1.5 BlueHDI S&S Allure EAT6 120,14190,2019,45.288km,120CV,Automatico,"10,000-15,000",Diesel,4,5,Peugeot,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,44,Audi A3,Sportback 35TDI Black line,25490,2022,66.671km,150CV,Manual,"20,000-30,000",Diesel,4,5,Audi,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,2636,Skoda Scala,1.0 TSI Style DSG,15290,2022,65.419km,110CV,Automatico,"15,000-20,000",Gasolina,4,5,Skoda,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,2854,Volkswagen Passat,2.0TDI EVO Executive DSG7,21790,2020,83.563km,150CV,Automatico,"20,000-30,000",Diesel,4,5,Volkswagen,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,521,Citroen C4 X,1.5 BlueHDI S&S Plus EAT8 130,17690,2024,20.472km,130CV,Automatico,"15,000-20,000",Diesel,4,5,Citroen,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,999,Jaguar E-Pace,1.5 I3 PHEV SE AWD Auto,33290,2022,38.317km,163CV,Automatico,"30,000-40,000",Hibrido,4,5,Jaguar,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,2750,Toyota Corolla Cross,Hybrid 1.8 Style,32390,2024,12.794km,140CV,Automatico,"30,000-40,000",Hibrido,4,5,Toyota,0
4012,-12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si,semanal,novato,1386,Mercedes Clase CLA,CLA 250 4Matic 7G-DCT,34290,2020,52.909km,224CV,Automatico,"30,000-40,000",Gasolina,4,5,Mercedes,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,747,Fiat Panda,1.0 Gse Cross Hybrid,10890,2023,26.249km,70CV,Manual,"10,000-15,000",Hibrido,4,5,Fiat,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,1622,Opel Corsa,#NAME?,13890,2021,40.610km,136CV,Automatico,"10,000-15,000",Electrico,4,5,Opel,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,2609,Skoda Karoq,2.0TDI AdBlue Ambition 4x4 DSG,24990,2022,33.967km,150CV,Automatico,"20,000-30,000",Diesel,4,5,Skoda,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,2706,Toyota C-HR,200H Advance,31690,2024,19km,196CV,Automatico,"30,000-40,000",Hibrido,4,5,Toyota,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,1881,Peugeot 208,1.2 PureTech Style 82,8890,2016,35.984km,82CV,Manual,"5,000-10,000",Gasolina,4,5,Peugeot,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,2200,Peugeot Expert,Fg. Compact 1.5BlueHDi S&S Premium 120,16590,2020,63.708km,120CV,Manual,"15,000-20,000",Diesel,4,5,Peugeot,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,878,Ford Puma,1.0 EcoBoost MHEV ST-Line X 125,17690,2023,39.791km,125CV,Manual,"15,000-20,000",Hibrido,4,5,Ford,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,1368,Mercedes Clase A,A 250e 8G-DCT,28190,2022,19.794km,218CV,Automatico,"20,000-30,000",Hibrido,4,5,Mercedes,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,2424,Renault Koleos,2.0dCi Blue Initiale Paris X-Tronic 4x4,21790,2021,70.921km,190CV,Automatico,"20,000-30,000",Diesel,4,5,Renault,0
2101,35000-60000,buen clima,playa,Tecnología,Asturias,No,diesel,uso particular ocasional,Automatico,Si,ocasional,intermedio,115,Audi Q3,35 TDI S tronic,22490,2020,152.924km,150CV,Automatico,"20,000-30,000",Diesel,4,5,Audi,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,1076,Jeep Renegade,1.6Mjt Limited 4x2,15890,2022,39.514km,130CV,Manual,"15,000-20,000",Diesel,4,5,Jeep,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,1739,Opel Grandland X,1.2T S&S Design Line Aut. 130,13590,2020,112.820km,130CV,Automatico,"10,000-15,000",Gasolina,4,5,Opel,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,2788,Toyota Yaris Cross,120H Active Tech,22490,2023,35.549km,116CV,Automatico,"20,000-30,000",Hibrido,4,5,Toyota,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,2706,Toyota C-HR,200H Advance,31690,2024,19km,196CV,Automatico,"30,000-40,000",Hibrido,4,5,Toyota,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,2123,Peugeot 5008 SUV,1.5BlueHDi S&S Allure 130,19990,2021,75.427km,130CV,Manual,"15,000-20,000",Diesel,4,5,Peugeot,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,2733,Toyota Corolla,180H Active Tech,16390,2019,68.972km,184CV,Automatico,"15,000-20,000",Hibrido,4,5,Toyota,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,2370,Renault Clio,E-TECH Híbrido Intens,15490,2020,27.553km,140CV,Automatico,"15,000-20,000",Hibrido,4,5,Renault,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,1215,Land Rover Range Rover Velar,2.0 Si4 R-Dynamic S 4WD Aut. 250,48090,2021,45.562km,250CV,Automatico,"40,000-50,000",Gasolina,4,5,Land,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,1189,Kia XCeed,1.6 PHEV eDrive Aut.,17790,2021,55.768km,141CV,Automatico,"15,000-20,000",Hibrido,4,5,Kia,0
3575,35000-60000,off-road,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,No,diario,novato,2624,Skoda Octavia,Combi 1.5 TSI Style,15190,2019,63.337km,150CV,Manual,"15,000-20,000",Gasolina,4,5,Skoda,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,46,Audi A4,30 TDI Advanced S tronic,20890,2021,134.954km,136CV,Automatico,"20,000-30,000",Hibrido,4,5,Audi,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,1579,Nissan Qashqai,E-POWER Acenta 4x2,23690,2023,25.330km,190CV,Automatico,"20,000-30,000",Hibrido,4,5,Nissan,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,595,Dacia Dokker Comercial,Van 1.6 GLP Essential,7990,2019,137.242km,100CV,Manual,"5,000-10,000",Gasolina,4,5,Dacia,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,2605,Skoda Karoq,1.5 TSI Ambition ACT DSG,16790,2021,93.550km,150CV,Automatico,"15,000-20,000",Gasolina,4,5,Skoda,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,2521,SEAT Ibiza,1.0 TGI S&S Reference 90,10890,2020,51.173km,90CV,Manual,"10,000-15,000",Gasolina,4,5,SEAT,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,1358,Mercedes Clase A,A 200 7G-DCT,25890,2022,70.224km,163CV,Automatico,"20,000-30,000",Gasolina,4,5,Mercedes,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,2048,Peugeot 308,1.2 PureTech S&S Allure 130,18890,2024,5.630km,130CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,2929,Volkswagen T-Roc,1.5 TSI Life,21090,2023,30.699km,150CV,Manual,"20,000-30,000",Gasolina,4,5,Volkswagen,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,336,Citroen C3,1.2 PureTech S&S Feel Pack 83,10290,2021,49.758km,83CV,Manual,"10,000-15,000",Gasolina,4,5,Citroen,0
180,60000 - 100000,buen clima,montaña,Tecnología,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si,semanal,intermedio,2357,Renault Clio,Blue dCi Intens,12990,2021,41.050km,100CV,Manual,"10,000-15,000",Diesel,4,5,Renault,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,1782,Peugeot 2008,1.2 PureTech S&S Allure 100,15490,2024,33.275km,100CV,Manual,"15,000-20,000",Gasolina,4,5,Peugeot,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,1584,Nissan Qashqai,E-POWER N-Connecta 4x2,26190,2023,15.856km,190CV,Automatico,"20,000-30,000",Hibrido,4,5,Nissan,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,2266,Porsche Macan,S Aut.,59190,2021,99.748km,354CV,Automatico,"50,000+",Gasolina,2,2,Porsche,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,1973,Peugeot 3008 SUV,1.2 S&S PureTech Allure EAT8 130,18590,2022,80.778km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,1933,Peugeot 208,1.2 Puretech S&S Allure 100,14590,2024,7.501km,100CV,Manual,"10,000-15,000",Gasolina,4,5,Peugeot,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,2822,Volkswagen Golf,Variant 1.6TDI Advance,14790,2019,60.219km,115CV,Manual,"10,000-15,000",Diesel,4,5,Volkswagen,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,964,Hyundai Tucson,1.6CRDI 48V SLE 4x2,15990,2020,124.625km,116CV,Manual,"15,000-20,000",Hibrido,4,5,Hyundai,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,2360,Renault Clio,Blue dCi Techno,16990,2023,17.011km,100CV,Manual,"15,000-20,000",Diesel,4,5,Renault,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,529,Citroen C5 Aircross,BlueHDi S&S Feel 130,13590,2020,142.845km,130CV,Manual,"10,000-15,000",Diesel,4,5,Citroen,0
1666,12000 - 20000,nieve,ciudad,Comercio,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si,diario,intermedio,2419,Renault Kangoo M1,Combi 1.5dCi Blue Life Edition One,14990,2022,115.742km,75CV,Manual,"10,000-15,000",Diesel,4,5,Renault,0
3160,60000 - 100000,buen clima,montaña,Comercio,Asturias,"Si, pequeña",electrico,uso particular ocasional,Manual,Si,diario,intermedio,2056,Peugeot 308,1.2 PureTech S&S Style EAT8 130,18590,2024,17.835km,130CV,Automatico,"15,000-20,000",Gasolina,4,5,Peugeot,0
3160,60000 - 100000,buen clima,montaña,Comercio,Asturias,"Si, pequeña",electrico,uso particular ocasional,Manual,Si,diario,intermedio,1984,Peugeot 3008 SUV,1.5BlueHDi Allure S&S 130,14590,2020,112.653km,130CV,Manual,"10,000-15,000",Diesel,4,5,Peugeot,0
3160,60000 - 100000,buen clima,montaña,Comercio,Asturias,"Si, pequeña",electrico,uso particular ocasional,Manual,Si,diario,intermedio,748,Fiat Panda,1.0 Gse Cross Hybrid,11190,2023,31.240km,70CV,Manual,"10,000-15,000",Hibrido,4,5,Fiat,0
3160,60000 - 100000,buen clima,montaña,Comercio,Asturias,"Si, pequeña",electrico,uso particular ocasional,Manual,Si,diario,intermedio,2805,Volkswagen Golf,1.5 eTSI Life DSG,21790,2020,65.397km,150CV,Automatico,"20,000-30,000",Hibrido,4,5,Volkswagen,0
3160,60000 - 100000,buen clima,montaña,Comercio,Asturias,"Si, pequeña",electrico,uso particular ocasional,Manual,Si,diario,intermedio,1363,Mercedes Clase A,A 220d 7G-DCT,21190,2018,87.577km,177CV,Automatico,"20,000-30,000",Diesel,4,5,Mercedes,0
3160,60000 - 100000,buen clima,montaña,Comercio,Asturias,"Si, pequeña",electrico,uso particular ocasional,Manual,Si,diario,intermedio,1533,Nissan Qashqai,1.3 DIG-T mHEV 12V N-Connecta 4x2,22190,2023,25.026km,140CV,Manual,"20,000-30,000",Hibrido,4,5,Nissan,0
